RelaX Services

{'card_number': '4818081161475565', 'expiration_date': '7/30', 'cvv': '853', 'card_holder': 'SEFA TAHSİN MUSTAFA YAVUZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '305 TRY'}
{'card_number': '4719257047572359', 'expiration_date': '6/25', 'cvv': '636', 'card_holder': 'MEHMET ZÜBEYİR TAHSİN İLYAS', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '471 TRY'}
{'card_number': '4347247869327230', 'expiration_date': '7/29', 'cvv': '913', 'card_holder': 'LEVENT HİKMET DORUK EREN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '7 TRY'}
{'card_number': '4356331834332323', 'expiration_date': '6/24', 'cvv': '925', 'card_holder': 'YAŞAR MERT DORUK TAYLAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '375 TRY'}
{'card_number': '4473778610746555', 'expiration_date': '12/25', 'cvv': '637', 'card_holder': 'ZEKİ YİĞİT ZÜBEYİR DOĞAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6985 TRY'}
{'card_number': '4110497193617633', 'expiration_date': '8/26', 'cvv': '361', 'card_holder': 'TAHSİN FERDİ ÇAĞLAR FATİH', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '144 TRY'}
{'card_number': '4047036714619088', 'expiration_date': '6/30', 'cvv': '901', 'card_holder': 'TANJU ERAY İRFAN KAMRAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '456 TRY'}
{'card_number': '4875184988592750', 'expiration_date': '8/24', 'cvv': '560', 'card_holder': 'ZİYA ÖMER ÖZDEMİR YASİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '382 TRY'}
{'card_number': '4918718703205518', 'expiration_date': '6/24', 'cvv': '705', 'card_holder': 'SELİM DİNÇ POLAT ZÜBEYİR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '232 TRY'}
{'card_number': '4957820689189807', 'expiration_date': '9/26', 'cvv': '727', 'card_holder': 'BARIŞ EFE DENİZ ÖMER', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '63 TRY'}
{'card_number': '4967560794083093', 'expiration_date': '6/28', 'cvv': '815', 'card_holder': 'KAMRAN LOKMAN YİĞİT SELİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '6 TRY'}
{'card_number': '4584861868259152', 'expiration_date': '3/30', 'cvv': '293', 'card_holder': 'MERİÇ MEHMET FARUK ŞEREF', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '67 TRY'}
{'card_number': '4874967202749078', 'expiration_date': '7/27', 'cvv': '939', 'card_holder': 'DİNÇ HALİT ARDA ŞAHİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '5146 TRY'}
{'card_number': '4427385627997432', 'expiration_date': '10/26', 'cvv': '649', 'card_holder': 'HİLMİ TARIK ENGİN VEDAT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '204 TRY'}
{'card_number': '4014760043237754', 'expiration_date': '1/25', 'cvv': '902', 'card_holder': 'BERK BAKİ ERTAN YAĞIZ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '186 TRY'}
{'card_number': '4284287872645686', 'expiration_date': '3/30', 'cvv': '812', 'card_holder': 'OĞUZ KAZIM TANSU İRFAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '29 TRY'}
{'card_number': '4349202177774928', 'expiration_date': '12/27', 'cvv': '871', 'card_holder': 'NAZIM TAYFUN BAYRAM ORÇUN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '391 TRY'}
{'card_number': '4746864755945987', 'expiration_date': '7/28', 'cvv': '089', 'card_holder': 'VELİ ÇETİN AYBARS TANJU', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '45 TRY'}
{'card_number': '4628513682896093', 'expiration_date': '4/27', 'cvv': '669', 'card_holder': 'KURTULUŞ SERKAN AYBARS VEDAT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '5970 TRY'}
{'card_number': '4944913280540985', 'expiration_date': '1/30', 'cvv': '963', 'card_holder': 'ERTUĞRUL YİĞİT TOPRAK GÖRKEM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '71 TRY'}
{'card_number': '4149418739817391', 'expiration_date': '7/30', 'cvv': '721', 'card_holder': 'HALİL ŞEFİK REFİK ZİYA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '247 TRY'}
{'card_number': '4745583479736230', 'expiration_date': '3/30', 'cvv': '732', 'card_holder': 'MERİÇ ORÇUN KAAN MUSTAFA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '118 TRY'}
{'card_number': '4775615392075362', 'expiration_date': '3/27', 'cvv': '557', 'card_holder': 'ZİHNİ POLAT ALİ ERDOĞAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '190 TRY'}
{'card_number': '4220824451618556', 'expiration_date': '9/27', 'cvv': '723', 'card_holder': 'MUSTAFA EFE KEREM EREN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '379 TRY'}
{'card_number': '4100157209533669', 'expiration_date': '1/29', 'cvv': '415', 'card_holder': 'YILMAZ UZAY ÇAĞRI OSMAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '31 TRY'}
{'card_number': '4581606801717920', 'expiration_date': '6/25', 'cvv': '406', 'card_holder': 'DOĞAN LEVENT EFE TURGUT', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '3681 TRY'}
{'card_number': '4797429205789209', 'expiration_date': '4/30', 'cvv': '632', 'card_holder': 'AYBARS ŞEFİK ERTAN YAHYA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '403 TRY'}
{'card_number': '4749749001249788', 'expiration_date': '5/25', 'cvv': '793', 'card_holder': 'ŞENOL ŞENOL SELİM RASİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '26 TRY'}
{'card_number': '4700374135202012', 'expiration_date': '6/26', 'cvv': '719', 'card_holder': 'TOLUNAY AYBARS TOPRAK İBRAHİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '55 TRY'}
{'card_number': '4222109008919824', 'expiration_date': '7/27', 'cvv': '390', 'card_holder': 'TAHSİN YAVUZ VOLKAN YÜCEL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '49 TRY'}
{'card_number': '4033271010998995', 'expiration_date': '10/28', 'cvv': '455', 'card_holder': 'KAYA ÖZTÜRK TARIK KAZIM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '110 TRY'}
{'card_number': '4544328800919417', 'expiration_date': '10/26', 'cvv': '045', 'card_holder': 'DİNÇER HALİL GÜVEN KEREM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '2906 TRY'}
{'card_number': '4015591433799510', 'expiration_date': '2/25', 'cvv': '290', 'card_holder': 'CİHAN YENER DORUK ZAİD', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '159 TRY'}
{'card_number': '4334905765955561', 'expiration_date': '1/27', 'cvv': '500', 'card_holder': 'FİKRET ÖZTÜRK ZİYA TEKİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '197 TRY'}
{'card_number': '4083157672103801', 'expiration_date': '8/25', 'cvv': '340', 'card_holder': 'EMİN FİKRET CİHAN ÜMİT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '499 TRY'}
{'card_number': '4675422819898000', 'expiration_date': '2/25', 'cvv': '896', 'card_holder': 'ŞAHİN VOLKAN TAYFUN ERHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '40 TRY'}
{'card_number': '4759435664978213', 'expiration_date': '2/24', 'cvv': '440', 'card_holder': 'LEVENT ZÜBEYİR REFİK ÖZGÜR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '102 TRY'}
{'card_number': '4017581841277264', 'expiration_date': '8/26', 'cvv': '151', 'card_holder': 'İBRAHİM ÖZTÜRK YILDIRIM ÜLKÜ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '461 TRY'}
{'card_number': '4355201380512381', 'expiration_date': '10/27', 'cvv': '966', 'card_holder': 'DİNÇ ORHAN EMRE SERKAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '298 TRY'}
{'card_number': '4310242836374467', 'expiration_date': '11/29', 'cvv': '992', 'card_holder': 'TAYFUN BAKİ ALPER TANER', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '10 TRY'}
{'card_number': '4549589699846327', 'expiration_date': '7/27', 'cvv': '021', 'card_holder': 'HÜSEYİN EMRE ALİHAN VOLKAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '30 TRY'}
{'card_number': '4440205627793941', 'expiration_date': '3/25', 'cvv': '044', 'card_holder': 'İBRAHİM KAAN SELİM ZAİM', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '48 TRY'}
{'card_number': '4748364057466566', 'expiration_date': '11/28', 'cvv': '431', 'card_holder': 'KEREM ALİ HAKAN DİNÇ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '200 TRY'}
{'card_number': '4783941909232001', 'expiration_date': '11/26', 'cvv': '323', 'card_holder': 'VEDAT ORÇUN KURTULUŞ OKTAY', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '1494 TRY'}
{'card_number': '4415250226801332', 'expiration_date': '5/28', 'cvv': '134', 'card_holder': 'UFUK REFİK RIDVAN CİHAN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '3 TRY'}
{'card_number': '4548399671434451', 'expiration_date': '5/29', 'cvv': '570', 'card_holder': 'AYHAN OKTAY RASİM FURKAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '61 TRY'}
{'card_number': '4727305321030428', 'expiration_date': '6/24', 'cvv': '128', 'card_holder': 'VOLKAN ZAFER TAYLAN YİĞİT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '164 TRY'}
{'card_number': '4250684867541930', 'expiration_date': '7/30', 'cvv': '089', 'card_holder': 'FERHAN HAŞIM ZAİD SELMAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '237 TRY'}
{'card_number': '4801019625641140', 'expiration_date': '4/30', 'cvv': '999', 'card_holder': 'SERKAN HÜSEYİN GALİP HALİL', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '13 TRY'}
{'card_number': '4249309726369463', 'expiration_date': '10/24', 'cvv': '662', 'card_holder': 'YAĞIZ TOPRAK BATUHAN TAMER', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '22 TRY'}
{'card_number': '4895895792787791', 'expiration_date': '6/25', 'cvv': '801', 'card_holder': 'BERK ENGİN BERK CİHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '237 TRY'}
{'card_number': '4928413768823862', 'expiration_date': '8/26', 'cvv': '104', 'card_holder': 'HAŞIM HÜSEYİN VEDAT REFİK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '355 TRY'}
{'card_number': '4861616184210071', 'expiration_date': '7/27', 'cvv': '358', 'card_holder': 'HASAN YİĞİT ERTAN ÇAĞRI', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '55 TRY'}
{'card_number': '4154016336896719', 'expiration_date': '6/27', 'cvv': '099', 'card_holder': 'KAZIM SERKAN MERİÇ YASİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '45 TRY'}
{'card_number': '4712682365872239', 'expiration_date': '1/26', 'cvv': '212', 'card_holder': 'YASİN BERK HÜSEYİN ENGİN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '41 TRY'}
{'card_number': '4687748780903304', 'expiration_date': '9/25', 'cvv': '697', 'card_holder': 'FERHAT HÜSEYİN ENVER ÇAĞLAR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '47 TRY'}
{'card_number': '4854375470721882', 'expiration_date': '11/25', 'cvv': '371', 'card_holder': 'CAN ORÇUN GÖKTUĞ UMUT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '25 TRY'}
{'card_number': '4907822027212409', 'expiration_date': '6/28', 'cvv': '074', 'card_holder': 'ÖNDER EFE REFİK HAŞIM', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '217 TRY'}
{'card_number': '4541576007585315', 'expiration_date': '12/29', 'cvv': '006', 'card_holder': 'TANSU HALİL CUMA ŞEREF', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '430 TRY'}
{'card_number': '4376251458204754', 'expiration_date': '9/24', 'cvv': '532', 'card_holder': 'HALİL KEMAL HAŞIM LATİF', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '393 TRY'}
{'card_number': '4737124293974440', 'expiration_date': '9/26', 'cvv': '913', 'card_holder': 'ALPER EREN VOLKAN ALİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '44 TRY'}
{'card_number': '4181412081633414', 'expiration_date': '10/24', 'cvv': '341', 'card_holder': 'BAHADIR YAVUZ FAİK BERAT', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '48 TRY'}
{'card_number': '4491656318916506', 'expiration_date': '4/26', 'cvv': '549', 'card_holder': 'YAVUZ LOKMAN TAMER ÇETİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '311 TRY'}
{'card_number': '4253129754270398', 'expiration_date': '1/29', 'cvv': '393', 'card_holder': 'FATİH TAYLAN BERK ŞEREF', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '5863 TRY'}
{'card_number': '4436397931748194', 'expiration_date': '5/29', 'cvv': '975', 'card_holder': 'CEVAT EVREN BERK NAİM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '266 TRY'}
{'card_number': '4576367550383235', 'expiration_date': '1/27', 'cvv': '102', 'card_holder': 'AHMET TANJU YAŞAR MUZAFFER', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '241 TRY'}
{'card_number': '4828677044562624', 'expiration_date': '12/26', 'cvv': '608', 'card_holder': 'MESUT ŞEREF NİYAZİ DİNÇ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '234 TRY'}
{'card_number': '4045997231006517', 'expiration_date': '6/30', 'cvv': '310', 'card_holder': 'KADİR ÜLKÜ YAVUZ MERİÇ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '492 TRY'}
{'card_number': '4703847553268943', 'expiration_date': '11/26', 'cvv': '876', 'card_holder': 'GÖRKEM MUZAFFER ÖZDEMİR MAHİR', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '3497 TRY'}
{'card_number': '4463393096835450', 'expiration_date': '9/30', 'cvv': '233', 'card_holder': 'MURAT SEFA ERTAN ÇAĞLAR', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '4 TRY'}
{'card_number': '4486742652821127', 'expiration_date': '11/26', 'cvv': '034', 'card_holder': 'ZAİD ALİHAN SERKAN YILMAZ', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '1949 TRY'}
{'card_number': '4766716884247393', 'expiration_date': '10/29', 'cvv': '196', 'card_holder': 'NİYAZİ LEVENT KEMAL ERDEM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '43 TRY'}
{'card_number': '4673734184856575', 'expiration_date': '7/30', 'cvv': '604', 'card_holder': 'GÜRKAN YILMAZ KAAN TAYFUN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '14 TRY'}
{'card_number': '4301927479606784', 'expiration_date': '3/25', 'cvv': '377', 'card_holder': 'KAMİL FERHAN NAMIK SALİH', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '443 TRY'}
{'card_number': '4984399513470151', 'expiration_date': '5/26', 'cvv': '787', 'card_holder': 'VOLKAN HALİL HASİP KORAY', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '16 TRY'}
{'card_number': '4934184969454268', 'expiration_date': '3/24', 'cvv': '497', 'card_holder': 'FERHAT OSMAN ALİHAN ERAY', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '2545 TRY'}
{'card_number': '4416799572561063', 'expiration_date': '4/27', 'cvv': '678', 'card_holder': 'YİĞİT SELİM UFUK CİHAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '252 TRY'}
{'card_number': '4421758500880386', 'expiration_date': '6/28', 'cvv': '070', 'card_holder': 'YILDIRIM ERDEM ORHAN ÖZTÜRK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '38 TRY'}
{'card_number': '4358504915871256', 'expiration_date': '10/29', 'cvv': '591', 'card_holder': 'ORHAN ONUR FATİH ALİHAN', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '202 TRY'}
{'card_number': '4153632341073812', 'expiration_date': '8/25', 'cvv': '078', 'card_holder': 'RAHİM YILMAZ SEZGİN AHMET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '262 TRY'}
{'card_number': '4898532631364030', 'expiration_date': '7/30', 'cvv': '583', 'card_holder': 'SAMİ ZAİM İRFAN RASİT', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '4 TRY'}
{'card_number': '4671857333603705', 'expiration_date': '12/24', 'cvv': '714', 'card_holder': 'LEVENT YILDIRIM ÇAĞRI MEHMET', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '82 TRY'}
{'card_number': '4964664679132885', 'expiration_date': '8/28', 'cvv': '959', 'card_holder': 'ZİYA YAŞAR ERAY BERK', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '468 TRY'}
{'card_number': '4144347053329334', 'expiration_date': '11/28', 'cvv': '002', 'card_holder': 'İZZET OSMAN UZAY GÜRKAN', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '355 TRY'}
{'card_number': '4709647550579019', 'expiration_date': '5/30', 'cvv': '908', 'card_holder': 'ZAİM ATİLLA NERGİZ BERK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '1442 TRY'}
{'card_number': '4909243023096910', 'expiration_date': '7/24', 'cvv': '107', 'card_holder': 'ÇAĞLAR ÖZCAN OĞUZ DİNÇ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '1171 TRY'}
{'card_number': '4744666162858675', 'expiration_date': '10/30', 'cvv': '957', 'card_holder': 'TANER ERAY TURGUT SELMAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '237 TRY'}
{'card_number': '4864826597014625', 'expiration_date': '9/26', 'cvv': '681', 'card_holder': 'DİNÇER KURTULUŞ LEVENT HİLMİ', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '44 TRY'}
{'card_number': '4790444816369678', 'expiration_date': '4/27', 'cvv': '804', 'card_holder': 'LOKMAN SONER ÖCAL TAHSİN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '307 TRY'}
{'card_number': '4374265162999329', 'expiration_date': '10/27', 'cvv': '811', 'card_holder': 'ÜLKÜ VOLKAN MEHMET BERK', 'country_name': 'Turkey', 'card_status': 'Archived', 'money': '258 TRY'}
{'card_number': '4066699456186032', 'expiration_date': '1/27', 'cvv': '930', 'card_holder': 'HÜSEYİN CİHAN AYBARS FAİK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '314 TRY'}
{'card_number': '4885364472071341', 'expiration_date': '1/30', 'cvv': '981', 'card_holder': 'BERK YÜCEL DAVUT YAHYA', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '112 TRY'}
{'card_number': '4396714107671307', 'expiration_date': '10/25', 'cvv': '817', 'card_holder': 'ÇINAR SEZGİN ALPER TARIK', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '155 TRY'}
{'card_number': '4638618016033517', 'expiration_date': '12/30', 'cvv': '075', 'card_holder': 'FARUK KADİR HAYDAR DORUK', 'country_name': 'Turkey', 'card_status': 'Banned', 'money': '5576 TRY'}
{'card_number': '4541469166714597', 'expiration_date': '6/27', 'cvv': '767', 'card_holder': 'MAHİR VEDAT BURAK NERGİZ', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '4 TRY'}
{'card_number': '4977380444656414', 'expiration_date': '1/30', 'cvv': '260', 'card_holder': 'ERTAN HÜSEYİN ŞEFİK FERİT', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '50 TRY'}
{'card_number': '4770721051150788', 'expiration_date': '2/28', 'cvv': '952', 'card_holder': 'MAHİR TUNCAY BARIŞ ERTAN', 'country_name': 'Turkey', 'card_status': 'Restricted', 'money': '6496 TRY'}
{'card_number': '4839430946953971', 'expiration_date': '4/25', 'cvv': '900', 'card_holder': 'PAMİR ENVER TOLUNAY ERHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '364 TRY'}
{'card_number': '4297393287186871', 'expiration_date': '8/28', 'cvv': '044', 'card_holder': 'ŞEREF KEMAL BÜLENT GÖRKEM', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '15 TRY'}
{'card_number': '4336406607083850', 'expiration_date': '2/29', 'cvv': '147', 'card_holder': 'VEDAT FAİK ÖZTÜRK ORHAN', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '299 TRY'}
{'card_number': '4773233112180678', 'expiration_date': '10/29', 'cvv': '564', 'card_holder': 'YİĞİT YILDIRIM İRFAN MEHMET', 'country_name': 'Turkey', 'card_status': 'Active', 'money': '1 TRY'}
